# sheet: 국가코드목록
국가코드    국가명
41    41111    단독 주택 건설업
41    41112    아파트 건설업
41    41119    기타 공동 주택 건설업
41    41121    사무.상업용 및 공공기관용 건물 건설업
41    41122    제조업 및 유사 산업용 건물 건설업
41    41129    기타 비주거용 건물 건설업
41    41210    지반조성 건설업
41    41221    도로 건설업
41    41222    교량, 터널 및 철도 건설업
41    41223    항만, 수로, 댐 및 유사 구조물 건설업
41    41225    산업생산시설 종합건설업
41    41226    조경 건설업
41    41229    기타 토목시설물 건설업
42    42110    건물 및 구축물 해체 공사업
42    42121    토공사업
42    42122    보링, 그라우팅 및 관정 공사업
42    42129    기타 기반조성 관련 전문공사업
42    42131    철골 및 관련 구조물 공사업
42    42132    콘크리트 및 철근 공사업
42    42193    철도궤도 전문공사업
42    42196    지붕, 내.외벽 축조 관련 전문 공사업
42    42199    기타 옥외 시설물 축조 관련 전문공사업
42    42201    배관 및 냉ㆍ난방 공사업
42    42202    건물용 기계 및 장비 설치 공사업
42    42209    기타 건물 관련설비 설치 공사업
42    42311    일반전기 공사업
42    42312    내부 전기배선 공사업
42    42321    일반 통신 공사업
42    42322    내부 통신배선 공사업
42    42411    도장 공사업
42    42412    도배, 실내장식 및 내장 목공사업
42    42491    미장, 타일 및 방수 공사업
42    42492    건물용 금속공작물 설치 공사업
42    42499    그 외 기타 건축 마무리 공사업
42    42600    건설장비 운영업
45    45110    자동차 신품 판매업
45    45120    중고 자동차 판매업
45    45211    자동차 신품 타이어 및 튜브 판매업
45    45212    자동차용 전용 신품 부품 판매업
45    45213    자동차 내장용 신품 전기.전자. 정밀 기기 판매업
45    45219    기타 자동차 신품 부품 및 내장품 판매업
45    45220    자동차 중고 부품 및 내장품 판매업
45    45301    모터사이클 및 부품 도매업
45    45302    모터사이클 및 부품 소매업
46    46101    산업용 농.축산물, 섬유 원료 및 동물 중개업
46    46102    음ㆍ식료품 및 담배 중개업
46    46103    섬유, 의복, 신발 및 가죽제품 중개업
46    46104    목재 및 건축자재 중개업
46    46105    연료, 광물, 1차 금속, 비료 및 화학제품 중개업
46    46106    기계 및 장비 중개업
46    46107    그 외 기타 특정 상품 중개업
46    46109    상품 종합 중개업
46    46201    곡물 및 유지작물 도매업
46    46202    종자 및 묘목 도매업
46    46203    사료 도매업
46    46204    화훼류 및 식물 도매업
46    46209    기타 산업용 농산물 도매업
46    46311    과실류 도매업
46    46312    채소류, 서류 및 향신작물류 도매업
46    46313    육류 도매업
46    46315    신선, 냉동 및 기타 수산물 도매업
46    46319    기타 신선식품 및 단순 가공식품 도매업
46    46321    육류 가공식품 도매업
46    46322    수산물 가공식품 도매업
46    46323    빵류, 과자류, 당류, 초콜릿 도매업
46    46324    낙농품 및 동.식물성 유지 도매업
46    46325    커피 및 차류 도매업
46    46326    조미료 도매업
46    46329    기타 가공식품 도매업
46    46331    주류 도매업
46    46332    비알코올음료 도매업
46    46333    담배 도매업
46    46411    생활용 섬유 및 실 도매업
46    46412    커튼 및 침구용품 도매업
46    46413    남녀용 겉옷 및 셔츠 도매업
46    46414    유아용 의류 도매업
46    46415    속옷 및 잠옷 도매업
46    46416    가죽 및 모피제품 도매업
46    46417    의복 액세서리 및 모조 장신구 도매업
46    46419    기타 생활용 섬유 및 직물제품 도매업
46    46420    신발 도매업
46    46431    생활용 가구 도매업
46    46432    전구, 램프 및 조명장치 도매업
46    46433    생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업
46    46439    기타 비전기식 생활용 기기 및 기구 도매업
46    46441    의약품 도매업
46    46442    의료용품 도매업
46    46443    화장품 및 화장용품 도매업
46    46444    비누 및 세정제 도매업
46    46451    생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업
46    46452    문구용품, 회화용품, 사무용품 도매업
46    46453    서적, 잡지 및 기타 인쇄물 도매업
46    46461    음반 및 비디오물 도매업
46    46463    장난감 및 취미, 오락용품 도매업
46    46464    운동 및 경기용품 도매업
46    46465    자전거 및 기타 운송장비 도매업
46    46491    가방 및 보호용 케이스 도매업
46    46492    시계 및 귀금속제품 도매업
46    46493    안경, 사진장비 및 광학용품 도매업
46    46499    그 외 기타 생활용품 도매업
46    46510    컴퓨터 및 주변장치, 소프트웨어 도매업
46    46521    가전제품 및 부품 도매업
46    46522    통신.방송장비 및 부품 도매업
46    46531    농림업용 기계 및 장비 도매업
46    46532    건설ㆍ광업용 기계 및 장비 도매업
46    46533    공작용 기계 및 장비 도매업
46    46539    기타 산업용 기계 및 장비 도매업
46    46591    사무용 가구 및 기기 도매업
46    46592    의료기기 도매업
46    46593    정밀기기 및 과학기기 도매업
46    46594    수송용 운송장비 도매업
46    46595    전기용 기계.장비 및 관련 기자재 도매업
46    46596    전지 및 케이블 도매업
46    46599    그 외 기타 기계 및 장비 도매업
46    46611    원목 및 건축관련 목제품 도매업
46    46612    골재, 벽돌 및 시멘트 도매업
46    46613    유리 및 창호 도매업
46    46621    배관 및 냉ㆍ난방장치 도매업
46    46622    철물, 금속 파스너 및 수공구 도매업
46    46691    도료 도매업
46    46692    벽지 및 장판류 도매업
46    46699    그 외 기타 건축자재 도매업
46    46711    고체연료 및 관련제품 도매업
46    46712    액체연료 및 관련제품 도매업
46    46713    기체연료 및 관련제품 도매업
46    46721    1차 금속제품 도매업
46    46722    금속광물 도매업
46    46731    염료, 안료 및 관련제품 도매업
46    46732    비료 및 농약 도매업
46    46733    플라스틱물질 및 합성고무 도매업
46    46739    기타 화학물질 및 화학제품 도매업
46    46741    방직용 섬유 및 실 도매업
46    46742    직물 도매업
46    46750    종이 원지, 판지, 종이상자 도매업
46    46791    재생용 재료 수집 및 판매업
46    46799    그 외 기타 상품 전문 도매업
46    46800    상품 종합 도매업
47    47111    백화점
47    47112    대형 마트
47    47119    기타 대형 종합 소매업
47    47121    슈퍼마켓
47    47122    체인화 편의점
47    47129    기타 음ㆍ식료품 위주 종합 소매업
47    47130    면세점
47    47190    그 외 기타 종합 소매업
47    47212    육류 소매업
47    47214    신선, 냉동 및 기타 수산물 소매업
47    47215    채소, 과실 및 뿌리작물 소매업
47    47219    기타 신선식품 및 단순 가공식품 소매업
47    47221    빵류, 과자류 및 당류 소매업
47    47231    음료 소매업
47    47311    컴퓨터 및 주변장치, 소프트웨어 소매업
47    47312    통신기기 소매업
47    47320    가전제품 소매업
47    47411    남자용 겉옷 소매업
47    47412    여자용 겉옷 소매업
47    47414    셔츠 및 블라우스 소매업
47    47416    가죽 및 모피의복 소매업
47    47417    유아용 의류 소매업
47    47419    기타 의복 소매업
47    47421    가정용 직물제품 소매업
47    47422    의복 액세서리 및 모조 장신구 소매업
47    47429    섬유 원단, 실 및 기타 섬유제품 소매업
47    47430    신발 소매업
47    47440    가방 및 기타 가죽제품 소매업
47    47511    철물 및 난방용구 소매업
47    47512    공구 소매업
47    47513    벽지, 마루덮개 및 장판류 소매업
47    47519    페인트, 창호 및 기타 건설자재 소매업
47    47520    가구 소매업
47    47591    전기용품 및 조명장치 소매업
47    47592    주방용품 및 가정용 유리, 요업 제품 소매업
47    47593    악기 소매업
47    47599    그 외 기타 분류 안된 가정용품 소매업
47    47611    서적, 신문 및 잡지류 소매업
47    47612    문구용품 및 회화용품 소매업
47    47631    운동 및 경기용품 소매업
47    47640    게임용구, 인형 및 장난감 소매업
47    47711    운송장비용 주유소 운영업
47    47723    가정용 가스연료 소매업
47    47811    의약품 및 의료용품 소매업
47    47812    의료용 기구 소매업
47    47813    화장품, 비누 및 방향제 소매업
47    47822    안경 및 렌즈 소매업
47    47823    사진기 및 사진용품 소매업
47    47830    시계 및 귀금속 소매업
47    47841    예술품 및 골동품 소매업
47    47851    화초 및 식물 소매업
47    47859    그 외 기타 분류 안된 상품 전문 소매업
47    47869    기타 중고 상품 소매업
47    47912    전자상거래 소매업
47    47919    기타 통신 판매업
47    47991    자동판매기 운영업
47    47993    방문 판매업
47    47999    그 외 기타 무점포 소매업
49    49211    도시철도 운송업
49    49212    시내버스 운송업
49    49231    택시 운송업
49    49301    일반 화물자동차 운송업
49    49303    개별 화물자동차 운송업
49    49309    기타 도로화물 운송업
49    49401    택배업
49    49500    파이프라인 운송업
50    50111    외항 여객 운송업
50    50112    외항 화물 운송업
50    50130    기타 해상 운송업
50    50209    기타 내륙 수상 여객 및 화물 운송업
51    51100    항공 여객 운송업
51    51200    항공 화물 운송업
52    52101    일반 창고업
52    52102    냉장 및 냉동 창고업
52    52103    농산물 창고업
52    52104    위험물품 보관업
52    52109    기타 보관 및 창고업
52    52914    도로 및 관련시설 운영업
52    52919    기타 육상 운송지원 서비스업
52    52921    항구 및 기타 해상 터미널 운영업
52    52929    기타 수상 운송지원 서비스업
52    52939    기타 항공 운송지원 서비스업
52    52941    항공 및 육상 화물 취급업
52    52942    수상 화물 취급업
52    52991    통관 대리 및 관련서비스업
52    52992    화물운송 중개, 대리 및 관련 서비스업
52    52993    화물 포장, 검수 및 계량 서비스업
52    52999    그 외 기타 분류 안된 운송 관련 서비스업
55    55109    기타 일반 및 생활 숙박시설 운영업
56    56111    한식 일반 음식점업
56    56122    일식 음식점업
56    56129    기타 외국식 음식점업
56    56141    출장 음식 서비스업
56    56199    간이음식 포장 판매 전문점
56    56221    커피 전문점
58    58111    교과서 및 학습서적 출판업
58    58113    일반 서적 출판업
58    58121    신문 발행업
58    58122    잡지 및 정기간행물 발행업
58    58190    기타 인쇄물 출판업
58    58212    모바일 게임 소프트웨어 개발 및 공급업
58    58219    기타 게임 소프트웨어 개발 및 공급업
58    58221    시스템 소프트웨어 개발 및 공급업
58    58222    응용 소프트웨어 개발 및 공급업
59    59111    일반 영화 및 비디오물 제작업
59    59141    영화관 운영업
60    60222    유선 방송업
60    60229    위성 및 기타 방송업
61    61210    유선 통신업
61    61220    무선 및 위성 통신업
61    61291    통신 재판매업
61    61299    그 외 기타 전기 통신업
62    62010    컴퓨터 프로그래밍 서비스업
62    62021    컴퓨터시스템 통합 자문 및 구축 서비스업
62    62090    기타 정보기술 및 컴퓨터운영 관련 서비스업
63    63111    자료 처리업
63    63120    포털 및 기타 인터넷 정보매개 서비스업
63    63910    뉴스 제공업
63    63999    그 외 기타 정보 서비스업
64    64121    국내은행
64    64132    상호저축은행 및 기타 저축기관
64    64201    신탁업 및 집합투자업
64    64209    기타 금융 투자업
64    64911    금융리스업
64    64913    신용카드 및 할부금융업
64    64919    그 외 기타 여신금융업
64    64991    기금 운영업
64    64992    지주회사
64    64999    그 외 기타 금융업
66    66191    증권 발행, 관리, 보관 및 거래 지원 서비스업
66    66192    투자 자문업 및 투자 일임업
66    66199    그 외 기타 금융 지원 서비스업
68    68111    주거용 건물 임대업
68    68112    비주거용 건물 임대업
68    68119    기타 부동산 임대업
68    68121    주거용 건물 개발 및 공급업
68    68129    기타 부동산 개발 및 공급업
68    68212    비주거용 부동산 관리업
68    68221    부동산 중개 및 대리업
70    70111    물리, 화학 및 생물학 연구개발업
70    70112    농림수산학 및 수의학 연구개발업
70    70113    의학 및 약학 연구개발업
70    70119    기타 자연과학 연구개발업
70    70121    전기ㆍ전자공학 연구개발업
70    70129    기타 공학 연구개발업
70    70130    자연과학 및 공학 융합 연구개발업
70    70201    경제 및 경영학 연구개발업
70    70209    기타 인문 및 사회과학 연구개발업
71    71209    기타 회계 관련 서비스업
71    71310    광고 대행업
71    71391    옥외 광고업
71    71399    그 외 기타 광고 관련 서비스업
71    71400    시장조사 및 여론조사업
71    71511    제조업 회사 본부
71    71519    기타 산업 회사 본부
71    71531    경영 컨설팅업
71    71532    공공관계 서비스업
71    71600    기타 전문 서비스업
72    72111    건축설계 및 관련 서비스업
72    72112    도시계획 및 조경설계 서비스업
72    72121    건물 및 토목 엔지니어링 서비스업
72    72122    환경 관련 엔지니어링 서비스업
72    72129    기타 엔지니어링 서비스업
72    72911    물질성분 검사 및 분석업
72    72919    기타 기술 시험, 검사 및 분석업
72    72923    지질 조사·탐사 및 지도 제작업
73    73201    인테리어 디자인업
73    73202    제품 디자인업
73    73303    사진 처리업
73    73909    그 외 기타 전문, 과학 및 기술 서비스업
74    74100    사업시설 유지?관리 서비스업
74    74212    산업설비, 운송장비 및 공공장소 청소업
74    74220    소독, 구충 및 방제 서비스업
75    75110    고용 알선업
75    75121    임시 및 일용 인력 공급업
75    75122    상용 인력 공급 및 인사관리 서비스업
75    75210    여행사업
75    75320    보안시스템 서비스업
75    75911    문서 작성 및 복사업
75    75919    기타 사무지원 서비스업
75    75994    포장 및 충전업
75    75999    그 외 기타 분류 안된 사업지원 서비스업
76    76110    자동차 임대업
76    76190    기타 운송장비 임대업
76    76299    그 외 기타 개인 및 가정용품 임대업
76    76310    건설 및 토목공사용 기계?장비 임대업
76    76390    기타 산업용 기계 및 장비 임대업
76    76400    무형재산권 임대업
84    84113    지방행정 집행기관
84    84114    재정 및 경제정책 행정
84    84119    기타 일반 공공 행정
84    84214    보건 및 복지 행정
84    84219    기타 사회서비스 관리 행정
84    84320    국방 행정
84    84409    기타 사법 및 공공질서 행정
85    85302    대학교
85    85699    그 외 기타 분류 안된 교육기관
85    85709    기타 교육지원 서비스업
86    86101    종합 병원
86    86102    일반 병원
86    86103    치과 병원
86    86201    일반 의원
86    86202    치과 의원
86    86204    방사선 진단 및 병리 검사 의원
86    86909    그 외 기타 보건업
91    91132    체력단련시설 운영업
91    91210    유원지 및 테마파크 운영업
91    91249    기타 사행시설 관리 및 운영업
91    91299    그 외 기타 분류 안된 오락관련 서비스업
94    94110    산업 단체
94    94990    그 외 기타 협회 및 단체
95    95110    컴퓨터 및 주변 기기 수리업
95    95120    통신장비 수리업
95    95211    자동차 종합 수리업
95    95212    자동차 전문 수리업
95    95310    가전제품 수리업
95    95399    그 외 기타 개인 및 가정용품 수리업
96    96911    산업용 세탁업
96    96912    가정용 세탁업
96    96913    세탁물 공급업
96    96995    반려동물 장묘 및 보호 서비스업
96    96999    그 외 기타 분류 안된 개인 서비스업
99    99009    기타 국제 및 외국기관
