# idx	t_seconds	sha1	label
0721	17.199	dab4f005cd89	delta
0722	17.220	8b9dd5b9b37e	delta
0723	17.235	e45e40676858	delta
0724	17.246	fe3f58737848	delta
0725	17.261	2ee46fa1459e	delta
0726	17.272	da6a10d1a079	delta
0727	17.287	19739057e135	delta
0728	17.304	557a06f40941	delta
0729	17.321	d0e51a96991f	delta
0730	17.333	78e817cdd361	delta
0731	17.349	11d739b8f6e6	delta
0732	17.361	8ba8f3a1e832	delta
0733	17.376	9545eb6ae4d5	delta
0734	17.376	9d7acbcd0aad	delta
0735	17.390	14beaa820d1c	delta
0736	17.411	1c45c7f1dddf	delta
0737	17.415	e9a5af613173	delta
0738	17.424	0dfba04451e3	delta
0739	17.424	2403174a4086	delta
0740	17.424	8f02b00df1d8	delta
0741	17.424	84bb2b56f648	delta
0742	17.424	3305419153eb	delta
0743	17.424	0ac4bb35a889	delta
0744	17.424	1691cb1cd26b	delta
0745	17.424	5f9f98f14a8b	delta
0746	17.424	39c0eecb044e	delta
0747	17.424	f030eebd7add	delta
0748	17.424	7b9d563e7ca0	delta
0749	17.424	bbf18a6f280b	delta
0750	17.424	4cfdd7a52d2c	delta
0751	17.424	6df21a0916de	delta
0752	17.424	ab9b6f79ba31	delta
0753	17.424	d17f0dd30b9c	delta
0754	17.424	602964e2752a	delta
0755	17.424	953c71dbc362	delta
0756	17.425	3a5526c72309	delta
0757	17.425	7bac8bce7c6d	delta
0758	17.425	fab7aa68923f	delta
0759	17.425	d8048f48370c	delta
0760	17.425	d6cef4731fdb	delta
0761	17.425	5a9f7cbb9e69	delta
0762	17.425	c8b9e5fca81f	delta
0763	17.425	accbca43b215	delta
0764	17.425	093b55135e93	delta
0765	17.425	7cc942ec9b4e	delta
0766	17.425	1cb0c971930d	delta
0767	17.425	8b624031cf6d	delta
0768	17.425	19f9c150f50e	delta
0769	17.425	2aadfa4da6ff	delta
0770	17.425	3448787c10bc	delta
0771	17.425	fdf888ee4fbd	delta
0772	17.425	9ef36802ad2e	delta
0773	17.425	a46698f4260f	delta
0774	17.425	279b1692883b	delta
0775	17.425	f8f95a893b63	delta
0776	17.425	3a15d8fc5119	delta
0777	17.425	2fdf8b83b705	delta
0778	17.425	c6271df9d2a6	delta
0779	17.425	a7d0a4f368eb	delta
0780	17.625	0dfba04451e3	delta
0781	17.625	2403174a4086	delta
0782	17.625	8f02b00df1d8	delta
0783	17.625	84bb2b56f648	delta
0784	17.626	3305419153eb	delta
0785	17.626	0ac4bb35a889	delta
0786	17.626	1691cb1cd26b	delta
0787	17.626	5f9f98f14a8b	delta
0788	17.626	39c0eecb044e	delta
0789	17.626	f030eebd7add	delta
0790	17.626	7b9d563e7ca0	delta
0791	17.626	bbf18a6f280b	delta
0792	17.626	4cfdd7a52d2c	delta
0793	17.626	6df21a0916de	delta
0794	17.626	ab9b6f79ba31	delta
0795	17.626	d17f0dd30b9c	delta
0796	17.626	602964e2752a	delta
0797	17.626	953c71dbc362	delta
0798	17.626	3a5526c72309	delta
0799	17.626	7bac8bce7c6d	delta
0800	17.626	fab7aa68923f	delta
0801	17.626	d8048f48370c	delta
0802	17.626	d6cef4731fdb	delta
0803	17.626	5a9f7cbb9e69	delta
0804	17.627	c8b9e5fca81f	delta
0805	17.627	accbca43b215	delta
0806	17.627	093b55135e93	delta
0807	17.627	93895db2a641	delta
0808	17.627	9bee4bd766f0	delta
0809	17.627	e6acbb61e8b0	delta
0810	17.627	97f0ba1f1a1b	delta
0811	17.627	f7f5ceb64a65	delta
0812	17.627	adeb828fff89	delta
0813	17.627	40e6e77ec1a3	delta
0814	17.627	560e537d1fbc	delta
0815	17.627	3eb3c8f80975	delta
0816	17.627	faeb966bb885	delta
0817	17.627	edd2e3e02d66	delta
0818	17.627	af7edde2333e	delta
0819	17.627	ab885c012df5	delta
0820	17.627	719c4c3c6f0c	delta
0821	17.627	dfa17b29caa5	delta
0822	17.628	a7d0a4f368eb	delta
0823	17.738	57e6186c0186	delta
0824	17.738	88fdf4e75756	delta
0825	17.738	da39a3ee5e6b	delta
0826	17.738	ea7682b54de3	delta
0827	17.738	4f8cf468412b	delta
0828	17.738	e14c27258f68	delta
0829	17.739	1e2928476511	delta
0830	17.739	7631a4512ac8	delta
0831	17.739	1f4ba7f0dc48	delta
0832	17.739	49926cbfabca	delta
0833	17.739	a7d0a4f368eb	delta
0834	17.888	0dfba04451e3	delta
0835	17.888	2403174a4086	delta
0836	17.888	8f02b00df1d8	delta
0837	17.888	84bb2b56f648	delta
0838	17.888	3305419153eb	delta
0839	17.888	0ac4bb35a889	delta
0840	17.888	1691cb1cd26b	delta
0841	17.888	5f9f98f14a8b	delta
0842	17.889	39c0eecb044e	delta
0843	17.889	f030eebd7add	delta
0844	17.889	7b9d563e7ca0	delta
0845	17.889	bbf18a6f280b	delta
0846	17.889	4cfdd7a52d2c	delta
0847	17.889	6df21a0916de	delta
0848	17.889	ab9b6f79ba31	delta
0849	17.889	d17f0dd30b9c	delta
0850	17.889	602964e2752a	delta
0851	17.889	953c71dbc362	delta
0852	17.889	3a5526c72309	delta
0853	17.889	7bac8bce7c6d	delta
0854	17.889	fab7aa68923f	delta
0855	17.889	d8048f48370c	delta
0856	17.889	d6cef4731fdb	delta
0857	17.889	5a9f7cbb9e69	delta
0858	17.889	c8b9e5fca81f	delta
0859	17.889	accbca43b215	delta
0860	17.889	093b55135e93	delta
0861	17.889	810e07600502	delta
0862	17.889	eec1981b8021	delta
0863	17.889	dde2b577658c	delta
0864	17.889	7f2e0ca9350d	delta
0865	17.889	46d26c117913	delta
0866	17.889	2d3779d1dd43	delta
0867	17.889	1b9afaee9378	delta
0868	17.889	4fc0a2bcdef2	delta
0869	17.889	337ead32954a	delta
0870	17.889	4007e76378d3	delta
0871	17.890	18eade9f0fc3	delta
0872	17.890	56b0662a20d0	delta
0873	17.890	bcfda4b157d4	delta
0874	17.890	41656ee4abff	delta
0875	17.890	61e839fc333a	delta
0876	17.890	0a6be7699893	delta
0877	17.890	a7d0a4f368eb	delta
0878	18.152	bab751a5706c	delta
0879	18.152	1015f122e8c9	delta
0880	18.152	749966a8e7d4	delta
0881	18.152	362a90d6681a	delta
0882	18.152	d54acf6efb55	delta
0883	18.152	269cb745c581	delta
0884	18.152	612d37713b3a	delta
0885	18.152	da39a3ee5e6b	delta
0886	18.152	78df97ea6571	delta
0887	18.152	a7d0a4f368eb	delta
0888	18.184	1d53bbef1e81	delta
0889	18.184	da39a3ee5e6b	delta
0890	18.184	4e7941913e23	delta
0891	18.184	88f9f2e6053a	delta
0892	18.184	a379ff1a143f	delta
0893	18.184	2aa462a50d38	delta
0894	18.184	c65c987e841b	delta
0895	18.184	1f4ba7f0dc48	delta
0896	18.184	49926cbfabca	delta
0897	18.184	a7d0a4f368eb	delta
0898	18.517	b684ba9e8090	delta
0899	18.517	2bd53dfd0695	delta
0900	18.517	426d0d05eb93	delta
0901	18.517	44b481a31185	delta
0902	18.517	2f210d7d899e	delta
0903	18.517	1934427e79e5	delta
0904	18.517	d5e935cfb42f	delta
0905	18.517	0e5d3423a482	delta
0906	18.518	dfa17b29caa5	delta
0907	18.518	a7d0a4f368eb	delta
0908	18.896	0dfba04451e3	delta
0909	18.896	2403174a4086	delta
0910	18.896	8f02b00df1d8	delta
0911	18.896	84bb2b56f648	delta
0912	18.896	3305419153eb	delta
0913	18.896	0ac4bb35a889	delta
0914	18.896	1691cb1cd26b	delta
0915	18.896	5f9f98f14a8b	delta
0916	18.896	39c0eecb044e	delta
0917	18.896	f030eebd7add	delta
0918	18.896	7b9d563e7ca0	delta
0919	18.896	bbf18a6f280b	delta
0920	18.897	4cfdd7a52d2c	delta
0921	18.897	6df21a0916de	delta
0922	18.897	ab9b6f79ba31	delta
0923	18.897	d17f0dd30b9c	delta
0924	18.897	602964e2752a	delta
0925	18.897	953c71dbc362	delta
0926	18.897	3a5526c72309	delta
0927	18.897	7bac8bce7c6d	delta
0928	18.897	fab7aa68923f	delta
0929	18.897	d8048f48370c	delta
0930	18.897	d6cef4731fdb	delta
0931	18.897	5a9f7cbb9e69	delta
0932	18.897	c8b9e5fca81f	delta
0933	18.897	accbca43b215	delta
0934	18.897	093b55135e93	delta
0935	18.897	fac4c488dcf7	delta
0936	18.897	5754fafa3877	delta
0937	18.897	7d82379bfc3a	delta
0938	18.897	1f28ae29f71d	delta
0939	18.897	d0afe005370a	delta
0940	18.897	5dcd48f41b8c	delta
0941	18.897	37519fc1dc58	delta
0942	18.897	c63deb7fc5d2	delta
0943	18.897	19e066ff3a79	delta
0944	18.897	b6204c399a32	delta
0945	18.897	834bbe62e834	delta
0946	18.897	4d7848af2f25	delta
0947	18.897	84821d4e99b6	delta
0948	18.897	f9f8132fd618	delta
0949	18.897	e43be79e29f5	delta
0950	18.897	5d46c69c133b	delta
0951	18.898	a7d0a4f368eb	delta
0952	18.961	0dfba04451e3	delta
0953	18.961	2403174a4086	delta
0954	18.961	8f02b00df1d8	delta
0955	18.961	84bb2b56f648	delta
0956	18.961	3305419153eb	delta
0957	18.961	0ac4bb35a889	delta
0958	18.961	1691cb1cd26b	delta
0959	18.961	5f9f98f14a8b	delta
0960	18.961	39c0eecb044e	delta
0961	18.961	f030eebd7add	delta
0962	18.961	7b9d563e7ca0	delta
0963	18.961	bbf18a6f280b	delta
0964	18.961	4cfdd7a52d2c	delta
0965	18.961	6df21a0916de	delta
0966	18.962	ab9b6f79ba31	delta
0967	18.962	d17f0dd30b9c	delta
0968	18.962	602964e2752a	delta
0969	18.962	953c71dbc362	delta
0970	18.962	3a5526c72309	delta
0971	18.962	7bac8bce7c6d	delta
0972	18.962	fab7aa68923f	delta
0973	18.962	d8048f48370c	delta
0974	18.962	d6cef4731fdb	delta
0975	18.962	5a9f7cbb9e69	delta
0976	18.962	c8b9e5fca81f	delta
0977	18.962	accbca43b215	delta
0978	18.962	093b55135e93	delta
0979	18.962	316c09317439	delta
0980	18.962	fa973d0e71c8	delta
0981	18.962	f89655191640	delta
0982	18.962	caa004a77ce2	delta
0983	18.962	eaf337d554d7	delta
0984	18.962	e451069f2f84	delta
0985	18.962	d165217a60db	delta
0986	18.962	aed74a6013d5	delta
0987	18.962	da945156597b	delta
0988	18.962	9bdedb589069	delta
0989	18.962	845b85fa1eb5	delta
0990	243.970	478d560a0d9b	delta
